Municipality|Ward_Name|Ward_Number|Contest|Party|Candidate|Votes
City of Kenosha|Wards 79|79|County Clerk|DEM|Regi Waligora|5
City of Kenosha|Wards 79|79|County Clerk|Write-In||0
City of Kenosha|Wards 79|79|County Treasurer|DEM|Teri Jacobson|5
City of Kenosha|Wards 79|79|County Treasurer|Write-In||0
City of Kenosha|Wards 79|79|Register of Deeds|DEM|Jennifer Mack|5
City of Kenosha|Wards 79|79|Register of Deeds|Write-In||0
City of Kenosha|Wards 79|79|State Referendum|Yes||3
City of Kenosha|Wards 79|79|State Referendum|No||2
City of Kenosha|Wards 80|80|President / Vice President|DEM|Kamala D. Harris / Tim Walz|0
City of Kenosha|Wards 80|80|President / Vice President|REP|Donald J. Trump / JD Vance|0
City of Kenosha|Wards 80|80|President / Vice President|CON|Randall Terry / Stephen Broden|0
City of Kenosha|Wards 80|80|President / Vice President|LIB|Chase Russell Oliver / Mike ter Maat|0
City of Kenosha|Wards 80|80|President / Vice President|GRN|Jill Stein / Rudolph Ware|0
City of Kenosha|Wards 80|80|President / Vice President|PSL|Claudia De la Cruz / Karina Garcia|0
City of Kenosha|Wards 80|80|President / Vice President|JFA|Cornel West / Melina Abdullah|0
City of Kenosha|Wards 80|80|President / Vice President|WTP|Robert F. Kennedy, Jr. / Nicole Shanahan|0
City of Kenosha|Wards 80|80|President / Vice President|Write-In||0
City of Kenosha|Wards 80|80|United States Senator|DEM|Tammy Baldwin|0
City of Kenosha|Wards 80|80|United States Senator|REP|Eric Hovde|0
City of Kenosha|Wards 80|80|United States Senator|DTC|Phil Anderson|0
City of Kenosha|Wards 80|80|United States Senator|AFT|Thomas Leager|0
City of Kenosha|Wards 80|80|United States Senator|Write-In||0
City of Kenosha|Wards 80|80|Representative in Congress|DEM|Peter Barca|0
City of Kenosha|Wards 80|80|Representative in Congress|REP|Bryan Steil|0
City of Kenosha|Wards 80|80|Representative in Congress|GRN|Chester Todd, Jr.|0
City of Kenosha|Wards 80|80|Representative in Congress|Write-In||0
City of Kenosha|Wards 80|80|State Senator District 22|DEM|Robert W. Wirch|0
City of Kenosha|Wards 80|80|State Senator District 22|Write-In||0
City of Kenosha|Wards 80|80|Representative to the Assembly District 64|DEM|Tip McGuire|0
City of Kenosha|Wards 80|80|Representative to the Assembly District 64|REP|Ed Hibsch|0
City of Kenosha|Wards 80|80|Representative to the Assembly District 64|Write-In||0
City of Kenosha|Wards 80|80|District Attorney|DEM|Carli McNeill|0
City of Kenosha|Wards 80|80|District Attorney|REP|Xavier Solis|0
City of Kenosha|Wards 80|80|District Attorney|Write-In||0
City of Kenosha|Wards 80|80|County Clerk|DEM|Regi Waligora|0
City of Kenosha|Wards 80|80|County Clerk|Write-In||0
City of Kenosha|Wards 80|80|County Treasurer|DEM|Teri Jacobson|0
City of Kenosha|Wards 80|80|County Treasurer|Write-In||0
City of Kenosha|Wards 80|80|Register of Deeds|DEM|Jennifer Mack|0
City of Kenosha|Wards 80|80|Register of Deeds|Write-In||0
City of Kenosha|Wards 80|80|State Referendum|Yes||0
City of Kenosha|Wards 80|80|State Referendum|No||0
City of Kenosha|Wards 81|81|President / Vice President|DEM|Kamala D. Harris / Tim Walz|0
City of Kenosha|Wards 81|81|President / Vice President|REP|Donald J. Trump / JD Vance|0
City of Kenosha|Wards 81|81|President / Vice President|CON|Randall Terry / Stephen Broden|0
City of Kenosha|Wards 81|81|President / Vice President|LIB|Chase Russell Oliver / Mike ter Maat|0
City of Kenosha|Wards 81|81|President / Vice President|GRN|Jill Stein / Rudolph Ware|0
City of Kenosha|Wards 81|81|President / Vice President|PSL|Claudia De la Cruz / Karina Garcia|0
City of Kenosha|Wards 81|81|President / Vice President|JFA|Cornel West / Melina Abdullah|0
City of Kenosha|Wards 81|81|President / Vice President|WTP|Robert F. Kennedy, Jr. / Nicole Shanahan|0
City of Kenosha|Wards 81|81|President / Vice President|Write-In||0
City of Kenosha|Wards 81|81|United States Senator|DEM|Tammy Baldwin|0
City of Kenosha|Wards 81|81|United States Senator|REP|Eric Hovde|0
City of Kenosha|Wards 81|81|United States Senator|DTC|Phil Anderson|0
City of Kenosha|Wards 81|81|United States Senator|AFT|Thomas Leager|0
City of Kenosha|Wards 81|81|United States Senator|Write-In||0
City of Kenosha|Wards 81|81|Representative in Congress|DEM|Peter Barca|0
City of Kenosha|Wards 81|81|Representative in Congress|REP|Bryan Steil|0
City of Kenosha|Wards 81|81|Representative in Congress|GRN|Chester Todd, Jr.|0
City of Kenosha|Wards 81|81|Representative in Congress|Write-In||0
City of Kenosha|Wards 81|81|State Senator District 22|DEM|Robert W. Wirch|0
City of Kenosha|Wards 81|81|State Senator District 22|Write-In||0
City of Kenosha|Wards 81|81|Representative to the Assembly District 64|DEM|Tip McGuire|0
City of Kenosha|Wards 81|81|Representative to the Assembly District 64|REP|Ed Hibsch|0
City of Kenosha|Wards 81|81|Representative to the Assembly District 64|Write-In||0
City of Kenosha|Wards 81|81|District Attorney|DEM|Carli McNeill|0
City of Kenosha|Wards 81|81|District Attorney|REP|Xavier Solis|0
City of Kenosha|Wards 81|81|District Attorney|Write-In||0
City of Kenosha|Wards 81|81|County Clerk|DEM|Regi Waligora|0
City of Kenosha|Wards 81|81|County Clerk|Write-In||0
City of Kenosha|Wards 81|81|County Treasurer|DEM|Teri Jacobson|0
City of Kenosha|Wards 81|81|County Treasurer|Write-In||0
City of Kenosha|Wards 81|81|Register of Deeds|DEM|Jennifer Mack|0
City of Kenosha|Wards 81|81|Register of Deeds|Write-In||0
City of Kenosha|Wards 81|81|State Referendum|Yes||0
City of Kenosha|Wards 81|81|State Referendum|No||0
City of Kenosha|Wards 82|82|President / Vice President|DEM|Kamala D. Harris / Tim Walz|1
City of Kenosha|Wards 82|82|President / Vice President|REP|Donald J. Trump / JD Vance|0
City of Kenosha|Wards 82|82|President / Vice President|CON|Randall Terry / Stephen Broden|0
City of Kenosha|Wards 82|82|President / Vice President|LIB|Chase Russell Oliver / Mike ter Maat|0
City of Kenosha|Wards 82|82|President / Vice President|GRN|Jill Stein / Rudolph Ware|0
City of Kenosha|Wards 82|82|President / Vice President|PSL|Claudia De la Cruz / Karina Garcia|0
City of Kenosha|Wards 82|82|President / Vice President|JFA|Cornel West / Melina Abdullah|0
City of Kenosha|Wards 82|82|President / Vice President|WTP|Robert F. Kennedy, Jr. / Nicole Shanahan|0
City of Kenosha|Wards 82|82|President / Vice President|Write-In||0
City of Kenosha|Wards 82|82|United States Senator|DEM|Tammy Baldwin|1
City of Kenosha|Wards 82|82|United States Senator|REP|Eric Hovde|0
City of Kenosha|Wards 82|82|United States Senator|DTC|Phil Anderson|0
City of Kenosha|Wards 82|82|United States Senator|AFT|Thomas Leager|0
City of Kenosha|Wards 82|82|United States Senator|Write-In||0
City of Kenosha|Wards 82|82|Representative in Congress|DEM|Peter Barca|1
City of Kenosha|Wards 82|82|Representative in Congress|REP|Bryan Steil|0
City of Kenosha|Wards 82|82|Representative in Congress|GRN|Chester Todd, Jr.|0
City of Kenosha|Wards 82|82|Representative in Congress|Write-In||0
City of Kenosha|Wards 82|82|State Senator District 22|DEM|Robert W. Wirch|1
City of Kenosha|Wards 82|82|State Senator District 22|Write-In||0
City of Kenosha|Wards 82|82|Representative to the Assembly District 64|DEM|Tip McGuire|1
City of Kenosha|Wards 82|82|Representative to the Assembly District 64|REP|Ed Hibsch|0
City of Kenosha|Wards 82|82|Representative to the Assembly District 64|Write-In||0
City of Kenosha|Wards 82|82|District Attorney|DEM|Carli McNeill|1
City of Kenosha|Wards 82|82|District Attorney|REP|Xavier Solis|0
City of Kenosha|Wards 82|82|District Attorney|Write-In||0
City of Kenosha|Wards 82|82|County Clerk|DEM|Regi Waligora|1
City of Kenosha|Wards 82|82|County Clerk|Write-In||0
City of Kenosha|Wards 82|82|County Treasurer|DEM|Teri Jacobson|1
City of Kenosha|Wards 82|82|County Treasurer|Write-In||0
City of Kenosha|Wards 82|82|Register of Deeds|DEM|Jennifer Mack|1
City of Kenosha|Wards 82|82|Register of Deeds|Write-In||0
City of Kenosha|Wards 82|82|State Referendum|Yes||1
City of Kenosha|Wards 82|82|State Referendum|No||0
City of Kenosha|Wards 83|83|President / Vice President|REP|Donald J. Trump / JD Vance|1
City of Kenosha|Wards 83|83|President / Vice President|CON|Randall Terry / Stephen Broden|0
City of Kenosha|Wards 83|83|President / Vice President|LIB|Chase Russell Oliver / Mike ter Maat|0
City of Kenosha|Wards 83|83|President / Vice President|GRN|Jill Stein / Rudolph Ware|0
City of Kenosha|Wards 83|83|President / Vice President|PSL|Claudia De la Cruz / Karina Garcia|0
City of Kenosha|Wards 83|83|President / Vice President|JFA|Cornel West / Melina Abdullah|0
City of Kenosha|Wards 83|83|President / Vice President|WTP|Robert F. Kennedy, Jr. / Nicole Shanahan|0
City of Kenosha|Wards 83|83|President / Vice President|DEM|Kamala D. Harris / Tim Walz|0
City of Kenosha|Wards 83|83|President / Vice President|Write-In||0
City of Kenosha|Wards 83|83|United States Senator|REP|Eric Hovde|1
City of Kenosha|Wards 83|83|United States Senator|DTC|Phil Anderson|0
City of Kenosha|Wards 83|83|United States Senator|AFT|Thomas Leager|0
City of Kenosha|Wards 83|83|United States Senator|DEM|Tammy Baldwin|0
City of Kenosha|Wards 83|83|United States Senator|Write-In||0
City of Kenosha|Wards 83|83|Representative in Congress|REP|Bryan Steil|1
City of Kenosha|Wards 83|83|Representative in Congress|GRN|Chester Todd, Jr.|0
City of Kenosha|Wards 83|83|Representative in Congress|DEM|Peter Barca|0
City of Kenosha|Wards 83|83|Representative in Congress|Write-In||0
City of Kenosha|Wards 83|83|State Senator District 22|DEM|Robert W. Wirch|1
City of Kenosha|Wards 83|83|State Senator District 22|Write-In||0
City of Kenosha|Wards 83|83|Representative to the Assembly District 64|REP|Ed Hibsch|1
City of Kenosha|Wards 83|83|Representative to the Assembly District 64|DEM|Tip McGuire|0
City of Kenosha|Wards 83|83|Representative to the Assembly District 64|Write-In||0
City of Kenosha|Wards 83|83|District Attorney|REP|Xavier Solis|1
City of Kenosha|Wards 83|83|District Attorney|DEM|Carli McNeill|0
City of Kenosha|Wards 83|83|District Attorney|Write-In||0
City of Kenosha|Wards 83|83|County Clerk|DEM|Regi Waligora|1
City of Kenosha|Wards 83|83|County Clerk|Write-In||0
City of Kenosha|Wards 83|83|County Treasurer|DEM|Teri Jacobson|1
City of Kenosha|Wards 83|83|County Treasurer|Write-In||0
City of Kenosha|Wards 83|83|Register of Deeds|DEM|Jennifer Mack|1
City of Kenosha|Wards 83|83|Register of Deeds|Write-In||0
City of Kenosha|Wards 83|83|State Referendum|Yes||1
City of Kenosha|Wards 83|83|State Referendum|No||0
City of Kenosha|Wards 84|84|President / Vice President|REP|Donald J. Trump / JD Vance|2
City of Kenosha|Wards 84|84|President / Vice President|CON|Randall Terry / Stephen Broden|0
City of Kenosha|Wards 84|84|President / Vice President|LIB|Chase Russell Oliver / Mike ter Maat|0
City of Kenosha|Wards 84|84|President / Vice President|GRN|Jill Stein / Rudolph Ware|0
City of Kenosha|Wards 84|84|President / Vice President|PSL|Claudia De la Cruz / Karina Garcia|0
City of Kenosha|Wards 84|84|President / Vice President|JFA|Cornel West / Melina Abdullah|0
City of Kenosha|Wards 84|84|President / Vice President|WTP|Robert F. Kennedy, Jr. / Nicole Shanahan|0
City of Kenosha|Wards 84|84|President / Vice President|DEM|Kamala D. Harris / Tim Walz|0
City of Kenosha|Wards 84|84|President / Vice President|Write-In||0
City of Kenosha|Wards 84|84|United States Senator|REP|Eric Hovde|2
City of Kenosha|Wards 84|84|United States Senator|DTC|Phil Anderson|0
City of Kenosha|Wards 84|84|United States Senator|AFT|Thomas Leager|0
City of Kenosha|Wards 84|84|United States Senator|DEM|Tammy Baldwin|0
City of Kenosha|Wards 84|84|United States Senator|Write-In||0
City of Kenosha|Wards 84|84|Representative in Congress|REP|Bryan Steil|2
City of Kenosha|Wards 84|84|Representative in Congress|GRN|Chester Todd, Jr.|0
City of Kenosha|Wards 84|84|Representative in Congress|DEM|Peter Barca|0
City of Kenosha|Wards 84|84|Representative in Congress|Write-In||0
City of Kenosha|Wards 84|84|State Senator District 22|DEM|Robert W. Wirch|0
City of Kenosha|Wards 84|84|State Senator District 22|Write-In||1
City of Kenosha|Wards 84|84|Representative to the Assembly District 64|REP|Ed Hibsch|1
City of Kenosha|Wards 84|84|Representative to the Assembly District 64|DEM|Tip McGuire|0
City of Kenosha|Wards 84|84|Representative to the Assembly District 64|Write-In||0
City of Kenosha|Wards 84|84|District Attorney|REP|Xavier Solis|1
City of Kenosha|Wards 84|84|District Attorney|DEM|Carli McNeill|0
City of Kenosha|Wards 84|84|District Attorney|Write-In||0
City of Kenosha|Wards 84|84|County Clerk|DEM|Regi Waligora|0
City of Kenosha|Wards 84|84|County Clerk|Write-In||0
City of Kenosha|Wards 84|84|County Treasurer|DEM|Teri Jacobson|0
City of Kenosha|Wards 84|84|County Treasurer|Write-In||0
City of Kenosha|Wards 84|84|Register of Deeds|DEM|Jennifer Mack|0
City of Kenosha|Wards 84|84|Register of Deeds|Write-In||0
City of Kenosha|Wards 84|84|State Referendum|Yes||2
City of Kenosha|Wards 84|84|State Referendum|No||0
City of Kenosha|Wards 85|85|President / Vice President|DEM|Kamala D. Harris / Tim Walz|0
City of Kenosha|Wards 85|85|President / Vice President|REP|Donald J. Trump / JD Vance|0
City of Kenosha|Wards 85|85|President / Vice President|CON|Randall Terry / Stephen Broden|0
City of Kenosha|Wards 85|85|President / Vice President|LIB|Chase Russell Oliver / Mike ter Maat|0
City of Kenosha|Wards 85|85|President / Vice President|GRN|Jill Stein / Rudolph Ware|0
City of Kenosha|Wards 85|85|President / Vice President|PSL|Claudia De la Cruz / Karina Garcia|0
City of Kenosha|Wards 85|85|President / Vice President|JFA|Cornel West / Melina Abdullah|0
City of Kenosha|Wards 85|85|President / Vice President|WTP|Robert F. Kennedy, Jr. / Nicole Shanahan|0
City of Kenosha|Wards 85|85|President / Vice President|Write-In||0
City of Kenosha|Wards 85|85|United States Senator|DEM|Tammy Baldwin|0
City of Kenosha|Wards 85|85|United States Senator|REP|Eric Hovde|0
City of Kenosha|Wards 85|85|United States Senator|DTC|Phil Anderson|0
City of Kenosha|Wards 85|85|United States Senator|AFT|Thomas Leager|0
City of Kenosha|Wards 85|85|United States Senator|Write-In||0
City of Kenosha|Wards 85|85|Representative in Congress|DEM|Peter Barca|0
City of Kenosha|Wards 85|85|Representative in Congress|REP|Bryan Steil|0
City of Kenosha|Wards 85|85|Representative in Congress|GRN|Chester Todd, Jr.|0
City of Kenosha|Wards 85|85|Representative in Congress|Write-In||0
City of Kenosha|Wards 85|85|State Senator District 22|DEM|Robert W. Wirch|0
City of Kenosha|Wards 85|85|State Senator District 22|Write-In||0
City of Kenosha|Wards 85|85|Representative to the Assembly District 64|DEM|Tip McGuire|0
City of Kenosha|Wards 85|85|Representative to the Assembly District 64|REP|Ed Hibsch|0
City of Kenosha|Wards 85|85|Representative to the Assembly District 64|Write-In||0
City of Kenosha|Wards 85|85|District Attorney|DEM|Carli McNeill|0
City of Kenosha|Wards 85|85|District Attorney|REP|Xavier Solis|0
City of Kenosha|Wards 85|85|District Attorney|Write-In||0
City of Kenosha|Wards 85|85|County Clerk|DEM|Regi Waligora|0
City of Kenosha|Wards 85|85|County Clerk|Write-In||0
City of Kenosha|Wards 85|85|County Treasurer|DEM|Teri Jacobson|0
City of Kenosha|Wards 85|85|County Treasurer|Write-In||0
City of Kenosha|Wards 85|85|Register of Deeds|DEM|Jennifer Mack|0
City of Kenosha|Wards 85|85|Register of Deeds|Write-In||0
City of Kenosha|Wards 85|85|State Referendum|Yes||0
City of Kenosha|Wards 85|85|State Referendum|No||0
City of Kenosha|Wards 86|86|President / Vice President|DEM|Kamala D. Harris / Tim Walz|275
City of Kenosha|Wards 86|86|President / Vice President|REP|Donald J. Trump / JD Vance|143
City of Kenosha|Wards 86|86|President / Vice President|WTP|Robert F. Kennedy, Jr. / Nicole Shanahan|2
City of Kenosha|Wards 86|86|President / Vice President|GRN|Jill Stein / Rudolph Ware|1
City of Kenosha|Wards 86|86|President / Vice President|JFA|Cornel West / Melina Abdullah|1
City of Kenosha|Wards 86|86|President / Vice President|PSL|Claudia De la Cruz / Karina Garcia|0
City of Kenosha|Wards 86|86|President / Vice President|CON|Randall Terry / Stephen Broden|0
City of Kenosha|Wards 86|86|President / Vice President|LIB|Chase Russell Oliver / Mike ter Maat|0
City of Kenosha|Wards 86|86|President / Vice President|Write-In||0
City of Kenosha|Wards 86|86|United States Senator|DEM|Tammy Baldwin|280
City of Kenosha|Wards 86|86|United States Senator|REP|Eric Hovde|115
City of Kenosha|Wards 86|86|United States Senator|DTC|Phil Anderson|9
City of Kenosha|Wards 86|86|United States Senator|AFT|Thomas Leager|9
City of Kenosha|Wards 86|86|United States Senator|Write-In||0
City of Kenosha|Wards 86|86|Representative in Congress|DEM|Peter Barca|276
City of Kenosha|Wards 86|86|Representative in Congress|REP|Bryan Steil|120
City of Kenosha|Wards 86|86|Representative in Congress|GRN|Chester Todd, Jr.|12
City of Kenosha|Wards 86|86|Representative in Congress|Write-In||0
City of Kenosha|Wards 86|86|State Senator District 22|DEM|Robert W. Wirch|335
City of Kenosha|Wards 86|86|State Senator District 22|Write-In||7
City of Kenosha|Wards 86|86|Representative to the Assembly District 64|DEM|Tip McGuire|285
City of Kenosha|Wards 86|86|Representative to the Assembly District 64|REP|Ed Hibsch|114
City of Kenosha|Wards 86|86|Representative to the Assembly District 64|Write-In||0
City of Kenosha|Wards 86|86|District Attorney|DEM|Carli McNeill|275
City of Kenosha|Wards 86|86|District Attorney|REP|Xavier Solis|123
City of Kenosha|Wards 86|86|District Attorney|Write-In||2
City of Kenosha|Wards 86|86|County Clerk|DEM|Regi Waligora|327
City of Kenosha|Wards 86|86|County Clerk|Write-In||5
City of Kenosha|Wards 86|86|County Treasurer|DEM|Teri Jacobson|327
City of Kenosha|Wards 86|86|County Treasurer|Write-In||5
